date,q_oil,q_gas,q_water,glr,whfp,whft
7/4/2018,5053.45,1224.789474,169.36,197.63,256.7297521,86.31753378
7/5/2018,5053.45,1340.789474,124.36,309.61,254.7297521,84.31753378
7/6/2018,5236.45,1255.789474,119.36,229.8346667,241.7297521,77.31753378
7/7/2018,5112.45,1283.789474,154.36,218.8346667,230.7297521,85.31753378
7/8/2018,5057.45,1378.789474,177.36,218.8346667,215.7297521,80.31753378
7/9/2018,5223.45,1215.789474,187.36,250.8346667,248.7297521,78.31753378
7/10/2018,5190.45,1290.789474,127.36,258.8346667,250.7297521,80.31753378
7/11/2018,5102.45,1386.789474,129.36,213.8346667,244.7297521,82.31753378
7/12/2018,5198.45,1386.789474,139.36,243.8346667,217.7297521,80.31753378
7/13/2018,5165.45,1256.789474,168.36,211.8346667,213.7297521,82.31753378
7/14/2018,5083.45,1289.789474,195.36,215.8346667,239.7297521,78.31753378
7/15/2018,5154.45,1392.789474,166.36,229.8346667,245.7297521,84.31753378
7/16/2018,5061.45,1260.789474,134.36,211.8346667,241.7297521,77.31753378
7/17/2018,5074.45,1289.789474,189.36,202.15,242.7297521,77.31753378
7/18/2018,5234.45,1080,194.36,242.8346667,231.7297521,84.31753378
7/19/2018,5220.45,1160,179.36,296.57,204.7297521,80.43
7/20/2018,5102.45,1090,182.36,258.09,256.7297521,81.53
7/21/2018,5207.45,1070,180.36,257.88,222.7297521,82.21
7/22/2018,5000.66,1500,204.36,300.76,229.7297521,85.02
7/23/2018,5143.89,1550,157.36,300.75,234.7297521,85.2
7/24/2018,5110.05,1750,178.36,207.8346667,244.7297521,84.64
7/25/2018,5052.28,1830,171.36,264.8346667,256.7297521,84.33
7/26/2018,5000.7,1790,181.36,222.8346667,254.7297521,84.12
7/27/2018,5044.11,1760,204.36,250.8346667,237.7297521,83.86
7/28/2018,4981.89,1610,212.36,242.8346667,227.7297521,83.77
7/29/2018,5023.59,1210,141.36,241.46,221.7297521,83.93
7/30/2018,4883.67,1120,214.36,230.15,217.7297521,83.76
7/31/2018,4823.52,1080,129.36,224.32,248.7297521,83.77
8/1/2018,4854.82,940,127.36,193.42,219.7297521,83.82
8/2/2018,4863,1390,124.36,285.23,224.7297521,83.82
8/3/2018,4697.06,1500,134.36,251.8346667,200.7297521,83.97
8/4/2018,4571.87,1490,179.36,237.8346667,216.7297521,83.83
8/5/2018,4622.97,1720,166.36,234.8346667,215.7297521,83.57
8/6/2018,4553.49,1680,181.36,210.8346667,242.7297521,83.75
8/7/2018,4657.3,1770,131.36,234.8346667,197.7297521,83.81
8/8/2018,4936.09,1350,127.36,273.7,253.7297521,84.57
8/9/2018,4979.07,1400,120.36,281.18,250.7297521,84.67
8/10/2018,4975.24,1340,199.36,268.73,211.7297521,84.73
8/11/2018,4911.68,1080,207.36,219.88,226.7297521,84.48
8/12/2018,4707.19,1170,136.36,249.16,211.7297521,84.35
8/13/2018,4684.14,1300,170.36,277.53,234.7297521,84.31
8/14/2018,4605.42,1230,153.36,266.21,207.7297521,84.27
8/15/2018,4433.1,890,215.36,199.69,227.7297521,84.27
8/16/2018,4417.57,1070,178.36,242.23,199.7297521,84.17
8/17/2018,4268.7,1080,123.36,252.08,239.7297521,84.18
8/18/2018,4317.49,1110,188.36,256.41,211.7297521,84.19
8/19/2018,4228.39,1040,190.36,245.5,252.7297521,84.3
8/20/2018,4209.41,1100,164.36,261.56,211.7297521,84.29
8/21/2018,4520.96,1220,214.36,270.16,233.7297521,80.31753378
8/22/2018,4297.36,970,237.13,214.68,208.7297521,83.13
8/23/2018,4294.28,980,338.96,210.65,206.7297521,84.24
8/24/2018,3928.7,820,284.36,195.34,218.7297521,84.03
8/25/2018,3753.97,900,303.04,220.61,206.7297521,83.74
8/26/2018,3799.78,930,310.5,225.29,218.7297521,83.72
8/27/2018,3828.69,1010,306.74,243.26,247.7297521,83.52
8/28/2018,3442.23,1170,305.44,312.19,246.7297521,83.31
8/29/2018,3592.32,1270,314.82,256.8346667,245.7297521,83.02
8/30/2018,3625.69,1100,310.29,279.47,231.7297521,83
8/31/2018,3216.33,700,424.49,192.54,217.7297521,82.84
9/1/2018,3122.98,700,432.63,197.43,208.7297521,82.57
9/2/2018,3130.42,720,445.83,200.77,213.7297521,82.54
9/3/2018,3102.03,720,437.07,204.29,240.7297521,82.38
9/4/2018,3085.16,730,440.39,207.06,211.7297521,82.43
9/5/2018,3097.33,660,445.01,184.91,256.14,83.03
9/6/2018,3108.47,600,451.02,167.44,255.74,82.98
9/7/2018,3107.37,610,627.29,163.6,254.25,83.03
9/8/2018,3075.59,660,627.24,178.51,254.78,83.03
9/9/2018,2966.16,650,613.62,182.13,252.3,83.12
9/10/2018,2997.77,650,600.19,180.66,252.57,83.08
9/11/2018,2962.32,650,586.12,182.62,252.2,82.92
9/12/2018,2944.69,560,585.99,159.74,248.84,82.92
9/13/2018,2986.54,470,589.86,240.8346667,232.34,83.53
9/14/2018,2805.47,460,737.37,226.8346667,231.28,83.7
9/15/2018,2792.74,460,733.08,219.8346667,231.08,83.74
9/16/2018,2873.54,480,731.59,214.8346667,230.32,83.69
9/17/2018,2850.89,480,715.61,211.8346667,228,83.63
9/18/2018,2709.17,540,723.74,156.43,246.03,83.13
9/19/2018,2776.19,690,669.31,199.39,242.22,83.33
9/20/2018,2721.96,620,662.64,182.89,235.21,83.52
9/21/2018,2700.51,720,828.37,205.16,222.08,83.93
9/22/2018,2799.65,710,817.34,197.4,225.11,83.75
9/23/2018,2764.28,710,867.43,194.95,221.91,83.89
9/24/2018,2582.03,580,831.06,170.52,245.52,82.34
9/25/2018,2516.17,610,841.9,181.95,240.67,82.21
9/26/2018,2308.01,590,1015.94,178.4,205.43,84.21
9/27/2018,2520.88,720,1172.6,194.4,208.12,85.65
9/28/2018,2420.45,820,1068.39,235.04,198.67,84.85
9/29/2018,2471.26,830,1074.65,234.35,197.68,84.62
9/30/2018,2475.87,840,1158.21,230.04,197.69,85.23
10/1/2018,2485.52,870,1223.04,234.32,209.75,86.16
10/2/2018,2474.46,840,1246.61,227.09,221.89,85.51
10/3/2018,2311.3,770,1192.83,220.52,233.8,83.99
10/4/2018,2315.96,730,1216.56,207.78,217.28,84.02
10/5/2018,2389.24,750,1277.86,205.07,183.12,85.66
10/6/2018,2533.19,770,1292.14,201.29,179.26,86.07
10/7/2018,2705.69,830,1290.06,208.47,174.08,86.42
10/8/2018,2708.18,750,1240.15,189.45,202.84,85.2
10/9/2018,2576.09,720,1234.75,188.15,219.28,84.11
10/10/2018,2328.64,680,1272.21,189.96,209.77,84.3
10/11/2018,2370.03,710,1289.24,193.21,195.27,84.3
10/12/2018,2346.54,700,1369.81,189.43,166.12,86.45
10/13/2018,2178.67,690,1315.59,196.61,196.06,85.3
10/14/2018,2149.68,670,1385.93,188.93,192.75,84.63
10/15/2018,2275.6,670,1624.51,171.79,225.01,86.61
10/16/2018,2274.45,590,1499.04,157.68,233.61,86.48
10/17/2018,2250.13,610,1525.87,162.34,232.83,86.26
10/18/2018,2204.28,690,1555.66,182.45,236.45,86.14
10/19/2018,2119.48,630,1473.3,174.19,239.26,85.47
10/20/2018,2218.57,690,1491.87,185.96,241.1,85.47
10/21/2018,2217.89,690,1466.21,188.65,236.85,85.54
10/22/2018,2220.7,700,1479.56,188.64,265.94,84.82
10/23/2018,2179.98,750,1486.25,203.75,236.03,85.53
10/24/2018,2225.97,780,1517.26,209.44,242.37,85.55
10/25/2018,2235.93,720,1510.47,192.99,225.93,85.79
10/26/2018,2249.88,740,1524.58,196.85,233.43,85.56
10/27/2018,2130.12,600,1667.42,159.05,230.16,85.67
10/28/2018,2123.86,610,1639.38,162.36,232.11,85.7
10/29/2018,2080.23,600,1644.24,161.9,230.18,85.7
10/30/2018,2065.06,590,1642.79,160.47,230.62,85.67
10/31/2018,1990.39,610,1691.19,165.42,228.64,85.68
11/1/2018,2016.28,600,1668.38,161.75,224.8,85.93
11/2/2018,2022.03,610,1691.16,164.55,233.1,85.84
11/3/2018,1966.96,610,1744.16,163.29,240.61,85.76
11/4/2018,1948.7,610,1720.64,165.42,227.52,85.99
11/5/2018,1953.24,600,1725.67,164.45,240.37,85.72
11/6/2018,1916.79,590,1775.75,160.59,239.57,85.71
11/7/2018,1713.24,690,1836.25,193.83,229.16,86.06
11/8/2018,1692.57,640,1797.29,182.24,235.79,85.95
11/9/2018,1706.69,690,1748.06,198.57,232.66,85.71
11/10/2018,1687.8,690,1741.09,199.77,234.53,85.6
11/11/2018,1702.66,670,1744.18,195.54,227.13,85.82
11/12/2018,1621.39,720,1809.93,210.12,228.13,86.01
11/13/2018,1596.14,680,1865.72,196.14,237.61,85.67
11/14/2018,1586.72,700,1813.75,204.68,229.98,85.9
11/15/2018,1565.48,690,1902.64,199.82,246.23,85.71
11/16/2018,1548.03,640,1908.34,184.59,253.64,85.37
11/17/2018,1588.54,660,1915.19,189.23,231.2,85.88
11/18/2018,1569.79,730,1895.86,210.35,230.67,85.84
11/19/2018,1420.55,770,1760.93,242.97,212.08,85.27
11/20/2018,1423.72,750,1745.28,236.67,235.46,85.85
11/21/2018,1605.85,790,1875.98,226.03,240.67,86.16
11/22/2018,1635.44,810,1947.2,225.25,235.32,85.88
11/23/2018,1672.12,790,1903.22,220.12,233,85.83
11/24/2018,1639.72,840,1910.35,237.46,212.41,84.62
11/25/2018,1672.88,820,1794.19,237.38,232.41,85.8
11/26/2018,1621.5,790,1949.71,221.49,239.74,85.85
11/27/2018,1584.71,840,1917.28,240.15,238.24,85.93
11/28/2018,1585.26,830,1856.88,239.97,242.87,85.76
11/29/2018,1607.27,810,1923.97,230.23,249.45,85.68
11/30/2018,1610.59,810,1888.03,231.52,248.62,85.75
12/1/2018,1646.06,800,1862.76,226.57,233.91,85.94
12/2/2018,1686.04,860,1905.29,240.02,247.75,85.76
12/3/2018,1601.79,850,1907.41,242.22,250.09,85.55
12/4/2018,1601.88,850,1912.85,242.41,243.24,85.63
12/5/2018,1640.07,860,1893.37,242.82,239.3,85.73
12/6/2018,1655.44,640,2015.77,174.87,217.37,86.85
12/7/2018,1708.65,700,2077.26,184.63,220.59,86.79
12/8/2018,1664.86,580,2070.02,155.56,217.84,87.12
12/9/2018,1700.1,580,2023.1,154.97,213.54,87.06
12/10/2018,1602.2,560,2123.33,149.24,210.7,87.05
12/11/2018,1567.61,560,2046.93,155.76,212.71,86.99
12/12/2018,1708.87,580,1967.38,158.04,210.09,86.98
12/13/2018,1581.58,580,1974.4,164.23,213.29,87
12/14/2018,1546.57,570,2039.74,159.5,216.66,86.88
12/15/2018,1607.91,580,2057.94,157.94,208.41,87.02
12/16/2018,1553.96,560,2044.95,156.99,216.95,86.94
12/17/2018,1579.14,570,2044.42,158.41,218.65,86.9
12/18/2018,1613.78,610,1991.48,168.09,218,86.92
12/19/2018,1645.72,610,2026.11,166.4,215.26,87.08
12/20/2018,1642.97,630,2021.03,172.76,217.4,87.09
12/21/2018,1628.58,620,1973.1,172.7,221.93,87.01
12/22/2018,1643.26,630,1951.75,173.85,217.44,87.04
12/23/2018,1678.54,630,1967.7,171.96,214.42,87.1
12/24/2018,1683.97,700,1921.56,193.31,238.06,86.92
12/25/2018,1667.94,670,2022.68,182.63,237.35,86.78
12/26/2018,1709.49,650,1895.38,180.31,232.03,86.75
12/27/2018,1705.7,610,1941.83,167.24,231.26,86.72
12/28/2018,1648.57,600,1862.75,171.45,241.15,86.51
12/29/2018,1641.45,600,2032.26,164.41,244.03,86.58
12/30/2018,1688.61,610,1969.04,166.77,233.46,86.51
12/31/2018,1650.09,620,1990.25,169.21,245.67,86.37
1/1/2019,1704.21,610,1946.42,167.09,232.04,86.44
1/2/2019,1710.8,620,2007.27,167.56,235.51,86.53
1/3/2019,1643.3,630,2044.31,171.38,244.95,86.44
1/4/2019,1637.96,620,2026.91,168.9,254.12,86.71
1/5/2019,1700.34,600,2060.38,160.34,264.02,83.48
1/6/2019,1900.63,590,1758.87,162.32,238.93,83.94
1/7/2019,1917.63,580,1641.02,162.14,231.74,83.83
1/8/2019,1747.07,550,1695.25,160.94,239.85,84.31
1/9/2019,1677.08,430,1716.21,125.84,249.17,83.74
1/10/2019,1679.35,400,2260.94,101.52,207.01,81.27
1/11/2019,1668.67,400,2146.63,104.84,191.73,79.41
1/12/2019,1657.77,420,1726.37,122.93,197.9,80.17
1/13/2019,1654.6,410,2161.23,106.14,196.24,78.96
1/14/2019,1667.46,410,2109.63,107.23,196.35,79.88
1/15/2019,1712.63,410,2129.31,106.2,193.19,79.14
1/16/2019,1689.94,410,2117.19,108.48,202.12,79.76
1/17/2019,1680.36,410,1957.65,112.97,200.98,79.69
1/18/2019,1663.22,410,1875.3,116.43,194.41,80.98
1/19/2019,1627.1,410,1914.99,116.03,207.85,80.27
1/20/2019,1689.33,450,1996.35,121.01,212.22,79.29
1/21/2019,1616.55,420,2099.83,113.01,223.69,79.39
1/22/2019,1691.37,400,2080.33,104.99,216.35,79.45
1/23/2019,1672.14,400,2130.05,105.99,212.15,78.53
1/24/2019,1595.26,410,2085.82,111.92,220.31,75.76
1/25/2019,1613.79,420,2036.8,114.78,193.76,79.46
1/26/2019,1335.1,470,2434.41,125.48,199.62,79.61
1/27/2019,1396.68,460,2532.27,117.59,202.85,79.42
1/28/2019,1433.72,410,2566.2,102.5,201.31,78
1/29/2019,1437.32,470,2564.57,116.94,191.45,80.53
1/30/2019,1469.39,530,2417.33,135.85,206.45,79.55
1/31/2019,1559.37,580,2432.72,144.29,204.06,79.22
2/1/2019,1606,530,2529.56,128.4,197.44,79.53
2/2/2019,1674.37,570,2212.5,145.62,212.63,78.56
2/3/2019,1714.45,590,2383.82,142.99,211.98,78.24
2/4/2019,1662.02,570,2535.9,136.97,211.02,78.07
2/5/2019,1674.74,570,2491.49,136.81,211.04,78.7
2/6/2019,1648.94,560,2487.04,134.43,207.31,78.32
2/7/2019,1664.71,570,2478.31,136.86,230.77,78.31
2/8/2019,1675.81,560,2477.05,136.05,233.32,78.46
2/9/2019,1616.18,530,2639.17,123.84,220.9,78.42
2/10/2019,1723.6,530,2470.14,126.62,215.97,78.02
2/11/2019,1766.29,530,2571.95,123.09,213.79,78.71
2/12/2019,1803.25,570,2560.62,130.39,217.05,77.75
2/13/2019,1782.35,570,2577.61,129.82,214.75,77.98
2/14/2019,1781.81,560,2574.79,128.77,213.18,78.66
2/15/2019,1771.5,550,2569.23,127.63,212.82,78.59
2/16/2019,1793.55,530,2565.03,121.37,242,76.33
2/17/2019,1752.21,670,2662.47,150.86,236.81,76.71
2/18/2019,1791.74,540,2623.42,122.99,231.84,76.96
2/19/2019,1797.21,560,2565.77,128.12,229.23,77.15
2/20/2019,1776.96,570,2617.52,130.85,230.29,77.96
2/21/2019,1755.07,600,2611.28,138.56,222.92,77.38
2/22/2019,1705.89,620,2562.67,144.78,225.32,76.54
2/23/2019,1701.99,640,2605.8,147.64,226.33,76.42
2/24/2019,1746.23,640,2580.45,147.92,218.52,75.73
2/25/2019,1605.4,600,2606.44,141.51,232.83,79.31753378
2/26/2019,1567.06,620,2645.51,147.18,231.18,78.31753378
2/27/2019,1567.26,610,2664.68,144.85,228.39,75.11
2/28/2019,1579.6,610,2682.18,144.31,232.92,75.2
3/1/2019,1565.49,570,2758.69,132.51,224.87,75.06
3/2/2019,1552.7,500,2678.04,118.42,234.24,75.54
3/3/2019,1530.26,480,2696.7,112.85,228.78,75.99
3/4/2019,1448.1,470,2750.28,112.42,216.08,76.53
3/5/2019,1485.27,480,2745.39,112.98,238.12,75.17
3/6/2019,1466.96,470,2766.37,111.73,247.17,76.37
3/7/2019,1453.67,440,2671.52,107.15,231.13,81.31753378
3/8/2019,1482.41,450,2562.24,111.75,242.12,75.77
3/9/2019,1446.9,450,2567.39,112.35,223.22,75.2
3/10/2019,1473.51,530,2644.58,128.7,234.12,75.89
3/11/2019,1465.49,560,2741.41,132.88,232.84,78.31753378
3/12/2019,1444.14,550,2692.41,133.09,238.2,80.39
3/13/2019,1447.07,540,2728.28,129.09,238.62,78.33
3/14/2019,1484.93,610,2662.45,147.8,236.04,75.9
3/15/2019,1486.76,690,2709.92,163.94,236.14,77.79
3/16/2019,1497.94,690,2683.3,166.22,237.42,78.53
3/17/2019,1495.49,680,2584.89,165.92,241.45,79.01
3/18/2019,1471.97,660,2608.43,161.99,243.56,77.26
3/19/2019,1478.56,700,2539.06,174.73,243.12,76.29
3/20/2019,1467.02,630,2735.77,148.95,242.57,76.23
3/21/2019,1519.2,680,2700.01,161.88,237.3,78.44
3/22/2019,1494.17,630,2685.96,150.47,238.08,78.86
3/23/2019,1480.17,650,2734.42,153.04,235.58,77.83
3/24/2019,1462.8,590,2768.38,138.73,241.49,77.02
3/25/2019,1463.8,700,2740.59,165.54,234.49,80.41
3/26/2019,1454.23,600,2755.03,142.78,240.33,77.41
3/27/2019,1445.93,630,2757.27,149.17,243.86,78.76
3/28/2019,1433.92,630,2717.87,150.54,243.74,79.75
3/29/2019,622.33,650,1598.05,140.6023,170.19,83.31753378
3/30/2019,878.25,550,1822.26,204.79,237.16,80.53
3/31/2019,1433.65,570,2509.49,143.79,229.35,80.08
4/1/2019,1063.11,420,2184.72,129.93,227.36,80.91
4/2/2019,1048.26,410,2302.67,121.46,243.88,79.79
4/3/2019,1071.21,400,2209.95,122.82,224.04,77.89
4/4/2019,1071.89,410,2230.66,124.75,223.11,79.46
4/5/2019,1067.02,420,2240.34,128.5,216.81,79.62
4/6/2019,1067.44,420,2205.48,128.33,225.82,79.96
4/7/2019,1032.56,390,2128.27,124.33,244.4,79.56
4/8/2019,1012.2,370,2175.87,115.12,245.55,78.78
4/9/2019,939.25,350,2568.87,100.34,219.8,80.57
4/10/2019,966.16,350,2637.34,98.24,248.04,79.23
4/11/2019,961.07,340,2580.41,94.88,247.01,80.2
4/12/2019,961.68,330,2538.02,93.15,247.78,79.07
4/13/2019,950.12,320,2460.61,94.41,245.99,80.35
4/14/2019,952.91,310,2464.01,90.43,250.1,80.3
4/15/2019,959.99,310,2448.41,90.07,245.94,80.84
4/16/2019,965.24,340,2468.36,97.86,251.65,79.75
4/17/2019,950.84,300,2550.29,87.11,251.21,79.13
4/18/2019,947.65,280,2501.7,82.04,248.38,77.41
4/19/2019,939.31,280,2543.48,80.4,251.82,76.88
4/20/2019,978.65,360,2623.11,100.23,223.19,79.34
4/21/2019,981.68,330,2498,94.55,224.95,77.97
4/22/2019,952.35,300,2606.19,85.15,233.81,78.13
4/23/2019,947.9,370,2555.79,105.89,230.32,78.24
4/24/2019,949.01,360,2600.46,101.14,238.21,79.72
4/25/2019,959.45,400,2497.37,115.71,232.5,80.4
4/26/2019,975.66,440,2606.8,121.42,235.72,80.53
4/27/2019,976.39,350,2687.95,96.06,233.44,79.95
4/28/2019,958.16,340,2694.66,94.17,232.37,80.68
4/29/2019,960.56,330,2638.61,91.69,232.4,79.22
4/30/2019,977.93,410,2645.8,113.42,235.05,81.01
5/1/2019,970.73,400,2600.1,113.14,235.49,80.69
5/2/2019,943.2,400,2591,113.46,238.46,79.74
5/3/2019,948.77,410,2641.56,113.64,236.69,80.81
5/4/2019,962.57,390,2607.21,108.97,234.98,79.25
5/5/2019,957.51,370,2665.98,103.22,236.67,80.81
5/6/2019,953.86,370,2670.99,102.62,237.05,80.48
5/7/2019,950.04,380,2544.12,107.89,236.15,80.18
5/8/2019,952.62,360,2521.85,104.48,240.06,80.03
5/9/2019,943.53,360,2532.83,104.71,239.35,79.02
5/10/2019,941.08,360,2546.97,103.78,240.76,78.77
5/11/2019,939.38,360,2428.18,107.2,245.89,77.82
5/12/2019,944.17,360,2466.96,104.36,265.33,76.37
5/13/2019,908.07,280,2416.02,82.73,243.31,77.84
5/14/2019,923.01,280,2378.72,86.32,250.7,77.74
5/15/2019,934.12,310,2409.39,92.12,260.38,76.25
5/16/2019,913.73,320,1937.67,112.58,264.77,76.36
